feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,Magnitude
1.5,3.08571975,0.21645952,0.353687192,0.257994447,0.006139641,0.00371298,0.358676515,147,146,151,281,299,-7.029740208,0.107552353,0.061600336,0.963617856,0.432700015,9.12E-06,3.78E-05,3.8
1.5,3.175728208,0.296763791,3.735962634,0.058643019,0.006766154,0.004268205,0.056869838,129,60,120,299,299,-8.295766782,0.747549178,0.068818347,1.038169297,0.49516556,1.20E-05,4.71E-05,6.5
1,2.016343526,14.86309472,10.85711227,4.498056047,0.104094782,0.033793384,1.183148126,214,258,254,179,203,-2.747434105,0.552802131,0.751636336,10.0761999,2.985130914,0.000580892,0.00564061,6.5
1.5,3.019504719,1.782560886,0.021069373,0.086912569,0.024279249,0.01033546,0.405346099,177,174,276,260,299,-5.2994248,0.376347577,0.17754805,2.592626084,1.21975427,7.25E-05,0.000313906,4.6
1.5,2.449590522,2.66571936,117.7995723,5.990464298,0.037337808,0.017682975,0.207676952,84,249,257,279,299,-5.367892569,1.129640836,0.313961078,4.428305307,1.677822743,0.000149163,0.000981374,6.1
1.5,3.127649937,1.775150608,4.879034746,12.53408058,0.020031393,0.010628447,0.572393333,187,21,251,293,299,-5.028831408,0.21988543,0.18028242,2.75245487,1.29909652,8.02E-05,0.000323474,4.2
0.157894737,0.557762089,2.842117739,1.835900183,2.088993029,0.057789068,0.003240588,2.724570517,62,151,144,73,78,-2.365499449,0.133268498,0.343260451,4.362316842,0.458302189,9.28E-06,0.00117825,4.5
1.5,3.164121212,0.189798217,2.097936725,0.273358828,0.005440639,0.003448091,0.057732056,154,16,20,286,299,-8.209408116,0.5921241,0.055773463,0.861764268,0.402483712,7.85E-06,3.10E-05,6.3
0.010169492,1.146341265,39.02148194,8.654410381,6.526717025,0.254550588,0.03649775,10.38059713,265,228,292,246,264,0.362542959,0.154074808,1.311825025,17.0634215,3.030152833,0.000566098,0.017006824,6.2
1.5,3.077528724,6.516375306,116.973989,134.9484705,0.035322189,0.019806121,0.316045528,19,14,26,274,299,-4.666068498,0.702227487,0.317629752,4.782844519,2.214206599,0.000241082,0.001004893,6.7
0.011320755,0.979516923,0.035264909,0.220403447,0.090660745,0.008399681,0.000519496,0.699822893,14,31,26,3,54,-5.984377031,0.075414445,0.033621416,0.40528883,0.084019512,2.75E-07,1.13E-05,3.8
0.010204082,0.878884458,0.21897514,7.425509996,2.265332448,0.015884371,0.001778621,0.264029957,236,207,211,244,299,-6.098280436,0.378004246,0.084174684,1.086423683,0.16598216,1.38E-06,7.04E-05,5.1
0.01,2.501381589,3.32570709,6.433302651,6.201433809,0.044583192,0.015860044,0.96949653,206,208,260,155,227,-3.622360493,0.288938073,0.368472382,5.12432955,2.157341932,0.000215029,0.001356742,6
1.5,3.099837674,128.3981646,502.8363056,223.5337453,0.169529099,0.092176827,0.596560789,32,79,296,73,299,-2.44861331,1.785539318,1.833693947,28.76879832,13.19380015,0.008154837,0.033504036,6.5
1.5,3.061790287,0.120686506,0.745100067,0.491594489,0.00456945,0.002695963,0.032646483,272,280,22,290,299,-8.911819898,0.879442319,0.042467433,0.635221769,0.293930976,4.26E-06,1.79E-05,6
0.010033445,1.013273096,0.826187448,97.36729605,56.5380602,0.022859431,0.003538184,0.372436027,212,212,57,179,208,-5.131885282,0.385650239,0.171397651,2.418178796,0.390232071,7.64E-06,0.000293635,5.9
1.5,2.968858051,44.29300064,39.65755912,17.89071046,0.114822185,0.055462393,1.413070242,106,38,35,297,299,-2.307914076,0.510554284,0.970711994,14.61827817,6.634670313,0.002090033,0.009361254,6.7
1.5,2.922509834,0.706718862,0.319871661,3.056899729,0.014873201,0.005769039,0.851085904,251,250,254,256,299,-4.845492886,0.109802168,0.093083085,1.37662099,0.619843673,1.86E-05,8.62E-05,5.1
1.5,3.207747114,8.360735251,0.724394667,0.140559972,0.03366343,0.02256788,0.259339964,8,234,255,297,299,-5.253314645,0.815584164,0.363698451,5.636007445,2.664400031,0.000343294,0.001317121,5
0.010033445,2.38386393,21.76990766,130.1351886,88.62767742,0.06137495,0.023902007,0.643759937,81,158,110,292,299,-3.895482149,0.599027931,0.444550561,6.292794123,2.411999684,0.000281789,0.001957589,6.8
0.01,2.215622295,31.99029289,31.86142876,17.10875654,0.127676083,0.0406122,1.574704988,285,284,281,256,187,-2.201760212,0.509436683,0.955289914,12.42345925,4.315034153,0.00113371,0.00911738,6.6
1.5,3.197851602,35.19967178,21.86035203,6.259818371,0.070506278,0.04635489,0.317567393,3,188,254,292,299,-4.026588649,1.39499212,0.747956937,11.55174885,5.455670342,0.001443001,0.005570701,5.2
1.5,3.081285383,0.110945037,0.01497976,1.531844772,0.004478552,0.002494261,0.109195701,31,183,281,290,299,-7.968949216,0.25769854,0.042315857,0.636535991,0.29806876,4.29E-06,1.78E-05,6.3
1.5,2.306383523,1.638020566,1.51569617,1.254605962,0.031845254,0.008717899,1.904679178,206,235,246,228,281,-3.622663555,0.105051618,0.191190851,2.765141904,0.999037384,4.93E-05,0.000365536,5
1.5,2.817865571,31.28314816,8.053633016,6.495744612,0.072506263,0.035504393,0.508211591,47,161,275,296,299,-3.786551258,0.896418529,0.647194412,9.219849822,4.098597986,0.000837207,0.004162479,6.7
1.5,3.225255789,1.077789484,0.011766791,0.187632788,0.012382681,0.008095079,0.069989037,3,199,65,291,299,-7.431732052,1.111640899,0.131138,2.035810851,0.96762633,4.51E-05,0.00017127,6.5
1.5,3.155550602,1.835535074,0.500538394,2.265978934,0.018113772,0.010640748,0.421618068,194,50,249,286,299,-5.416287326,0.26994144,0.175677023,2.67853791,1.266617575,7.74E-05,0.000307061,3.1
1.5,3.20894881,0.103338383,0.066814238,0.12690132,0.003716313,0.002517896,0.02946451,2,24,200,299,299,-9.771763543,0.792488443,0.040545507,0.627176832,0.297050033,4.27E-06,1.64E-05,6.4
0.010752688,0.308261209,1.290662371,0.354051474,0.378374156,0.050983979,0.002053176,4.809102387,98,70,104,59,78,-2.098394349,0.066611555,0.24643601,3.223725006,0.172428523,1.46E-06,0.000606498,4.4
0.25,0.82119553,0.016938898,0.004297987,0.005270746,0.007155234,0.000625623,0.16470219,291,37,36,286,279,-7.210947562,0.272963348,0.024823497,0.215514948,0.033498134,1.05E-07,6.16E-06,6.5
0.01,1.526581415,0.000163028,0.000538392,0.001961577,0.000433809,7.83E-05,0.047076007,27,18,26,26,256,-11.28020838,0.057900019,0.002625111,0.035790251,0.008402966,4.06E-09,6.88E-08,6.7
3,1.795485567,18.30617805,16.178411,7.030377261,0.039933715,0.0089483,0.241506903,226,233,24,240,120,-5.036978065,1.038938967,0.327071648,4.830575321,1.412831784,8.73E-05,0.001069285,6.5
1.5,3.198544023,0.92620324,1.665087317,1.141685935,0.011200165,0.007541091,0.070287299,6,19,3,296,299,-7.879732999,1.001215236,0.121364495,1.878219222,0.885273252,3.80E-05,0.0001467,7
1.5,3.176846543,5336.986307,5311.197988,426.2468807,0.894147493,0.567895419,4.058723568,5,283,116,272,299,0.916082984,1.384202273,9.130194694,141.2342804,66.07595604,0.212216928,0.83013225,6.2
1.5,3.185675959,7.329703481,1.075572835,8.098124525,0.03332181,0.02144823,0.230597859,251,296,41,287,299,-5.061382355,0.907931699,0.345875606,5.337720927,2.514388168,0.000306415,0.001191975,5.5
1.5,1.11210335,0.336470054,0.029324601,0.035707259,0.04347481,0.004024403,0.697600477,283,297,289,298,299,-3.634077652,0.391571248,0.114245457,1.061205201,0.270573536,3.80E-06,0.000121359,4.7
1.5,3.200432498,1.246272715,0.358814487,0.110359599,0.013364947,0.008766048,0.088932246,4,11,53,298,299,-7.266798461,0.944251872,0.141592989,2.193063171,1.033683294,5.18E-05,0.000199616,3.6
1.5,3.174712912,2.5405852,24.76690415,22.51505854,0.018779937,0.012448051,0.236775508,21,7,25,274,299,-6.031045409,0.49835317,0.200392441,3.07781883,1.4455815,0.000102099,0.000399917,6.8
1.5,3.220362965,0.128570339,0.047065738,0.030066806,0.004305933,0.00284717,0.027470844,5,4,295,260,299,-9.645249565,0.98486141,0.046352204,0.703294101,0.339410785,5.62E-06,2.14E-05,3.9
1.5,3.338034388,4.114471902,5.642971543,0.478332166,0.021003911,0.01051865,0.197398567,291,151,153,299,299,-5.759622481,0.668553324,0.192432182,3.055499003,1.556600425,0.000103892,0.000368096,6.7
1,1.523320572,2.311661449,61.66817989,85.89151621,0.047989569,0.009283323,0.523980233,246,261,226,172,190,-4.366166999,0.575455591,0.315939028,4.238894516,1.000268117,5.86E-05,0.000997409,6.2
0.010830325,0.703030776,0.765941123,3.137242963,7.288608727,0.033105551,0.002789185,1.988226866,268,240,209,271,278,-3.406564918,0.104620009,0.174546198,2.313965752,0.28768694,3.81E-06,0.000304554,3.3
1.5,3.178175919,0.140505081,0.021043247,0.017783273,0.00386557,0.002461373,0.039472149,260,261,261,293,299,-8.954388587,0.615322354,0.038677609,0.602218233,0.284286837,3.81E-06,1.49E-05,6.4
1.5,3.154138426,0.24001161,0.001128248,0.054469636,0.005951527,0.003935746,0.026095215,207,29,44,299,299,-9.082769217,1.433004034,0.062738543,0.96018563,0.446948421,9.87E-06,3.92E-05,5.7
0.010752688,1.467898986,2.043749656,3.160661724,1.065061117,0.034958461,0.004104512,2.337403734,27,45,20,18,298,-3.156475902,0.093971992,0.18183629,2.32437063,0.658687611,1.80E-05,0.000330585,4.2
1.5,3.210905611,0.923505354,0.858904484,0.485623548,0.011347038,0.007331949,0.07692511,231,231,233,286,299,-7.496370739,0.926817567,0.118185802,1.825481471,0.870775562,3.63E-05,0.000139041,6.4
3,2.578456818,0.049718358,0.101225243,0.013095139,0.001388588,0.000434428,0.081714683,261,279,286,184,186,-10.11383152,0.106770967,0.011788669,0.181580598,0.071994886,2.34E-07,1.39E-06,3.9
1.5,2.383516067,7.861977486,15.36863152,8.810099998,0.061120349,0.025005995,0.621267089,137,145,157,298,299,-3.963162658,0.618140708,0.416994488,5.624910564,2.133239712,0.000247585,0.001720474,6.5
0.214285714,0.391883518,0.912757051,5.249691119,1.78579423,0.034708337,0.001934523,2.697236868,46,58,159,44,35,-2.739748454,0.080852712,0.204682384,2.74873361,0.186831654,1.63E-06,0.000418946,4.8
0.010033445,1.290616582,28.85629342,3.735469391,6.990597549,0.124798087,0.020398979,1.059425366,247,248,232,258,217,-2.565131009,0.740146055,0.863792345,11.91203537,2.544359453,0.000313639,0.007433524,6.7
1.5,3.179225385,55.94057913,347.2306632,40.95755347,0.089990352,0.058776633,0.571575155,14,4,157,296,299,-3.450849656,0.989241836,0.94657406,14.61027532,6.853022633,0.002284412,0.008922601,5.4
1.5,2.738616287,13.48168144,75.96391262,156.414135,0.062129261,0.028339351,0.952301389,143,201,195,284,293,-3.459280447,0.409922389,0.528165026,7.715896068,3.309418142,0.000529228,0.002785737,6.5
1.5,3.215711871,54.74334311,7.022543477,45.33455034,0.080424003,0.050367249,0.451549491,220,122,10,276,299,-3.469803811,1.119077584,0.829672558,12.84854167,6.171072004,0.001797353,0.006861812,6.5
1.5,3.187440667,0.275486283,1.011021807,2.4536922,0.00612549,0.004086319,0.041841775,31,2,9,294,299,-8.514801515,0.919836454,0.065583011,1.013001715,0.476799278,1.10E-05,4.28E-05,6.6
0.010344828,1.158227951,0.222455931,0.098652283,0.098495022,0.018082674,0.001743054,1.167618614,31,184,168,29,19,-4.395156933,0.097306424,0.082841671,1.040092057,0.233720359,2.33E-06,6.86E-05,4.4
1.5,3.217850623,0.796806149,2.050049256,5.788501197,0.010826594,0.007080652,0.141619237,67,55,48,283,299,-6.858922423,0.480340779,0.114509316,1.777437348,0.842601569,3.42E-05,0.000130578,6.1
1.5,2.157480376,19.52021332,39.74095964,6.308531609,0.11627362,0.024852238,5.591600564,148,143,235,268,298,-1.253486501,0.130654666,0.704815116,9.671795492,3.738154879,0.000585701,0.004967548,5.7
1.5,2.336940074,5.056042002,1.0997144,1.077406809,0.027077395,0.010710861,0.176437211,115,128,38,273,299,-5.726925918,0.96426536,0.227089293,3.374655008,1.235374334,7.10E-05,0.000513453,6.7
1.5,3.225914894,40.69020431,4.728443099,51.41124799,0.070997154,0.046295111,0.533841498,195,126,38,299,299,-3.688710072,0.835619326,0.785530151,12.20012052,5.801951721,0.001619923,0.006145373,5.7
1.5,3.021204706,101.5344741,98.82556103,17.00716058,0.129049965,0.070924859,0.830181485,17,142,275,264,299,-2.860275112,0.976707931,1.212509796,18.09307055,8.359919524,0.003387208,0.014650122,6.5
1.5,2.9483972,0.297671125,0.038658524,0.113141406,0.009461152,0.002331332,0.260361917,43,69,27,42,297,-6.175298553,0.228321304,0.051588713,0.681619033,0.372804685,5.86E-06,2.66E-05,3.5
0.010067114,1.625843849,2.887090002,4.393720156,13.01840026,0.042299426,0.008931086,0.98480051,280,94,264,140,175,-3.908029485,0.269877125,0.307069924,4.447416102,1.23027806,6.31E-05,0.00094258,6.4
1.5,3.219758577,1.875179909,0.059013139,0.176326467,0.017148589,0.010566084,0.210796914,140,216,203,274,299,-6.634242259,0.511144889,0.176328558,2.754727171,1.30410229,8.14E-05,0.00031003,6.5
1.5,3.210379248,32.40536419,0.493275482,13.63669665,0.065793628,0.044431582,0.398630471,7,7,12,280,299,-4.221449777,1.037034521,0.720083905,11.16920664,5.276227645,0.001348287,0.005164513,5.9
0.01,2.475587737,3.06009815,0.331057548,0.540185711,0.027987307,0.008474865,0.595263304,268,272,261,61,111,-4.826313574,0.295414537,0.228169953,3.201534974,1.310301157,8.06E-05,0.000519312,7
0.01,2.14434739,45.01076711,46.49634154,4.809935203,0.164491179,0.055982005,1.943676847,157,280,295,142,299,-1.602148828,0.531738885,1.434416061,21.704637,7.065545042,0.00239405,0.020554302,6.5
0.75,1.438313588,12.78642333,15.68954015,4.775223677,0.116061422,0.020335831,2.364320678,62,241,189,67,56,-1.787727298,0.308433381,0.681503489,8.882143453,2.296135523,0.000243378,0.004644455,5.6
0.01,1.376254702,0.250518001,0.272247954,0.151945215,0.012518513,0.003013645,0.54517247,219,279,227,191,219,-5.692288888,0.144277527,0.094430481,1.310201814,0.259043333,4.28E-06,8.92E-05,6.8
1.5,1.932681048,12.41645273,94.9066353,20.22296627,0.062125311,0.016881897,0.565405696,240,19,264,226,299,-3.896417136,0.690380098,0.505574078,7.145815863,2.290757215,0.000241066,0.002547855,5.7
0.2,1.43874274,0.324699225,0.159766741,0.072133349,0.015024452,0.002235743,0.697994535,284,273,248,287,229,-5.280359141,0.135246639,0.09265348,1.253061887,0.33300839,4.50E-06,8.58E-05,4.9
3,1.826602092,0.009583239,0.006084592,0.01623547,0.001813356,0.00024175,0.179631599,30,51,39,45,178,-8.507780282,0.063427868,0.008988216,0.123314732,0.037524588,6.83E-08,8.08E-07,5.4
1.5,3.209995706,0.414524405,0.191814205,0.028985362,0.007623019,0.005064458,0.047976473,2,250,243,280,299,-8.273384997,0.99834015,0.081665572,1.266117481,0.598718311,1.73E-05,6.64E-05,4.5
1.5,2.974405506,17.42962324,1.730399889,6.502264933,0.057466909,0.031279826,0.356678907,3,210,124,298,299,-4.280569563,1.012325735,0.495153489,7.468396019,3.311260736,0.000545745,0.00243528,6.4
1.5,3.195035157,0.350649528,0.118761138,0.672057312,0.006916403,0.004619264,0.064003658,32,249,31,296,299,-7.960793196,0.678977468,0.074494819,1.152505821,0.542963462,1.43E-05,5.53E-05,6.7
0.375,0.754082703,5.978706731,4.890750966,1.185343682,0.074101881,0.011408638,1.454706089,294,297,240,289,296,-2.621871895,0.3200618,0.488757221,6.334146583,0.785679218,3.44E-05,0.002386274,6.4
1.5,2.874805107,9.001773079,58.77157429,13.89966235,0.068669521,0.028883005,0.623635369,24,234,236,34,283,-3.618363596,0.691851917,0.546648441,7.465247386,3.521597966,0.000625563,0.002988232,6.5
1.5,2.07325693,0.238763838,10.73075457,2.611692973,0.00999624,0.003380171,0.205968128,204,45,17,281,290,-6.946295768,0.304941495,0.078724204,1.090354156,0.359552507,6.74E-06,6.19E-05,5
1.5,3.172835931,157.7970588,44.02458956,228.3523301,0.15453073,0.094405032,0.927118112,24,133,281,299,299,-2.290397868,1.047272401,1.580136601,24.12759711,11.4323518,0.006336406,0.024848918,6.1
1.5,3.176001187,0.011588926,0.003796567,0.008898158,0.001742111,0.000746251,0.079288492,38,1,10,186,221,-9.477562838,0.138052916,0.01553092,0.235904458,0.115414315,6.16E-07,2.41E-06,4.3
0.010135135,1.625807635,1.485000429,50.93860311,11.16618702,0.032453885,0.007740159,0.756560319,227,48,36,231,245,-4.122004305,0.269527451,0.243412845,3.351812931,0.913868441,3.96E-05,0.000591522,5.8
1.5,3.166197178,0.121885444,0.795516456,0.280837876,0.004811216,0.002973601,0.218155198,229,229,228,265,299,-7.1601808,0.138569985,0.048458192,0.747858966,0.347497944,5.94E-06,2.34E-05,7
1.5,3.202900889,0.110170526,0.344035685,0.000643988,0.00387921,0.002588057,0.02761715,63,244,223,294,299,-9.450587276,0.882560175,0.041792776,0.648085624,0.305702508,4.52E-06,1.74E-05,4.9
1,0.700177445,1081.972751,455.3510087,364.4262052,1.707903939,0.144669116,97.20034275,226,280,235,228,291,4.613914356,0.110401637,6.982581728,81.25508528,9.064754225,0.006050615,0.487240132,6.4
1.5,2.799487107,0.003041814,0.065035435,0.021407794,0.001278092,0.000552522,0.02858616,293,21,250,216,270,-10.51574145,0.280922271,0.011248727,0.163772875,0.066479971,2.51E-07,1.27E-06,6.5
1.5,3.177941307,4.261714488,0.159201638,5.838898698,0.026240733,0.016490347,0.147521458,26,165,29,299,299,-6.132452492,1.117636662,0.268287657,4.172787867,1.950033226,0.000183253,0.00071634,6.1
0.010273973,0.670373594,1.873034468,1.962595028,0.825591613,0.052443808,0.003988602,2.446876476,259,290,290,261,82,-2.83613471,0.134667266,0.281297437,3.760708641,0.408110622,8.90E-06,0.000782156,6.1
1.5,3.175340325,19.43647685,0.190814369,10.15943704,0.052301882,0.034196756,0.552043921,4,256,5,292,299,-4.374895257,0.595283096,0.550697307,8.500125678,3.983174702,0.000771421,0.003020442,4.9
3,2.881031658,0.090342484,0.047419739,0.088530335,0.001663799,0.000616293,0.073890087,298,243,238,113,138,-9.772713994,0.141479828,0.015075567,0.228916139,0.103412546,4.78E-07,2.27E-06,6.5
1.5,3.186399205,0.078049639,0.000761512,0.284485104,0.003284228,0.002167737,0.050614715,21,268,30,292,299,-9.222468445,0.40769589,0.034976666,0.538690063,0.253931316,3.13E-06,1.22E-05,5.9
0.011235955,0.305312355,0.352327546,0.221657806,0.238752819,0.024962405,0.000906503,2.320600414,148,224,157,149,84,-3.119123613,0.06758743,0.127555221,1.722959209,0.089101428,3.84E-07,0.000162601,4.4
1.5,3.18319261,84.64198275,9.904144879,31.10769612,0.122748897,0.079311181,0.568591042,20,220,30,299,299,-3.117949061,1.356430203,1.307693247,20.26154767,9.454257719,0.004369788,0.01702528,6.4
0.010526316,1.021498901,11.12048684,24.0026664,30.32010223,0.132842303,0.012342155,5.808039238,195,269,286,65,103,-1.263702212,0.143709911,0.662499474,8.586488522,1.617874629,0.000115959,0.004387199,5.8
1.5,2.665889783,0.497833477,0.153497965,0.337958202,0.016904964,0.003017248,0.871080128,12,22,14,5,283,-4.765146937,0.12193714,0.078992723,1.00254346,0.52026721,1.12E-05,6.24E-05,3.8
0.010033445,0.973053359,0.004248496,0.908337729,0.101591341,0.001760897,0.00018467,0.066417258,296,13,205,298,109,-9.279032349,0.166583834,0.008696036,0.119494446,0.017495241,1.79E-08,7.46E-07,4.4
0.01,3.178623685,121.8082008,26.60301663,24.57629177,0.183206826,0.097216022,0.677603827,140,277,299,224,245,-2.487955195,1.698813363,1.917030407,28.24566214,14.04100656,0.00940357,0.036742969,6.8
1.5,3.129390889,19.19697646,1.240762317,2.371009111,0.054277811,0.033900861,0.273542117,15,44,280,292,299,-4.5621818,1.246746025,0.547816809,8.385778329,3.897428076,0.000741648,0.002989772,5.4
1.5,2.533991827,0.021074926,0.007246169,0.021793448,0.004549151,0.000673889,0.264745315,220,278,241,4,287,-7.22064057,0.107964744,0.018913262,0.257723017,0.118767014,5.77E-07,3.55E-06,3
0.01,1.775198837,24.82221493,5.705282214,12.8977083,0.145964982,0.020171676,4.857737038,289,298,240,290,90,-0.588047826,0.188796764,0.787896402,10.77695233,3.38071435,0.000494909,0.00619999,6.5
1.5,3.189098106,0.950286417,0.030388001,2.804736714,0.011531108,0.007663878,0.0838505,14,31,228,278,299,-7.111594122,0.864062678,0.123236679,1.90091212,0.894087957,3.90E-05,0.000151252,6.8
1.5,3.282171134,3.909822788,123.7152922,146.5731255,0.028911276,0.012511043,0.280417057,102,49,9,43,230,-5.372998307,0.647802627,0.258548732,3.711885813,2.045798386,0.000181968,0.000666856,7
0.6,1.292954731,1.237298716,0.063298918,0.067502769,0.037054131,0.004117126,1.175894843,18,160,238,26,299,-3.665717467,0.197992171,0.184735878,2.430299588,0.575946854,1.44E-05,0.000340829,4.5
0.010135135,0.856624718,0.135088988,13.45165372,1.874046895,0.012300999,0.001595242,0.510903894,45,23,45,122,133,-5.453329445,0.151279829,0.078516769,1.069775448,0.145808932,1.14E-06,6.16E-05,5.7
1.5,3.182208065,38.51297123,277.9683668,1.865085937,0.087494362,0.051858583,0.838353002,264,21,230,276,299,-2.917580836,0.65574202,0.851245367,13.14555484,6.180882971,0.001849462,0.007210213,6.4
1.5,3.053565516,0.358215951,0.023534614,4.405021914,0.007848601,0.004615472,0.092471979,276,39,11,284,299,-7.639117632,0.533288211,0.079974566,1.21046799,0.551965726,1.50E-05,6.37E-05,6.8
0.010033445,1.221051623,0.651193794,0.754869151,0.903621283,0.032259136,0.003924333,0.740565879,272,279,209,231,265,-4.172747923,0.273696284,0.164828011,2.171773932,0.441597624,1.02E-05,0.00027078,6.2
1.5,1.612493709,3.671238923,1.075988759,0.89087891,0.049114658,0.008610528,1.245165755,66,182,107,28,81,-3.455604971,0.247835679,0.317601459,4.172230995,1.219934807,6.62E-05,0.001004667,5
1,1.962214721,7.584672349,270.7541718,189.2797682,0.075461071,0.021349739,0.722609002,198,135,126,127,167,-3.274923291,0.656144459,0.579442975,8.405914568,2.582526056,0.000327417,0.003357124,6.4
1.5,2.728732063,20.60892616,24.18311781,2.965022815,0.080998167,0.037894937,0.638901193,217,99,77,271,295,-3.668140464,0.796565252,0.626547036,8.16517493,3.678412823,0.000739676,0.003921748,6.8
1.5,3.106213954,10.3440137,1.491330101,5.448066843,0.041592377,0.026075679,0.317083849,105,78,185,294,299,-4.455734173,0.824175095,0.438841262,6.688005043,3.099252961,0.000468911,0.001918614,5.6
1.5,3.098655985,38.77511657,72.60464337,91.71658137,0.115942816,0.050758263,0.651162883,134,217,18,297,299,-2.915904383,1.118752645,0.979958056,15.06339598,7.379695612,0.002319898,0.009538542,6.1
1.5,2.278540749,19.7145036,2.58615687,2.625325987,0.075193586,0.034453547,0.741424871,299,178,295,280,299,-3.255779717,0.637226036,0.713434106,10.65602016,3.690267515,0.000668067,0.005080027,6.7
1.5,2.599432723,5.338961353,0.773773547,6.548917277,0.044800702,0.014778976,0.245129791,59,34,46,84,299,-4.849941651,1.148334978,0.3593781,4.945288864,2.176029067,0.000220405,0.001287725,6.5
1.5,2.895464182,0.002847737,1.272502145,0.354923241,0.001451867,0.000422322,0.101488827,0,0,44,157,192,-9.061135057,0.089885278,0.01060099,0.159662689,0.076195657,2.38E-07,1.12E-06,5.8
0.010033445,1.287095841,0.196156384,0.02863916,0.026588416,0.016999101,0.003691734,0.332871092,299,285,283,286,299,-5.374242674,0.320870461,0.090289605,1.072329684,0.215524086,3.38E-06,8.06E-05,6.7
1.5,3.230581332,0.205255244,0.009537832,0.36416044,0.005249267,0.003600164,0.029962734,63,276,9,297,299,-9.003842412,1.100771257,0.059305588,0.916465239,0.437008309,9.26E-06,3.50E-05,3.9
1.5,2.503445596,2.623104964,7.012019068,69.43834672,0.040020805,0.013150644,0.475504742,288,45,53,295,299,-4.443524081,0.528823611,0.27931334,3.872695647,1.509189604,0.00012307,0.000775237,6.5
0.011538462,0.448695973,11.49123807,22.87456476,17.92204949,0.162769594,0.006480239,13.06339714,40,30,45,23,14,0.255391883,0.078288328,0.727188433,8.572968391,0.778921793,2.70E-05,0.005287784,4.7
1.5,2.474937288,0.260928457,0.12570164,0.582966017,0.014038011,0.001967616,0.988128329,14,297,6,16,289,-4.846653781,0.089263128,0.053252538,0.657377304,0.319662961,4.28E-06,2.76E-05,3
1.5,2.300063924,0.202382965,0.128656154,0.155135412,0.009348929,0.001968737,0.649621196,53,53,63,25,298,-5.558295217,0.090423549,0.056949274,0.782063629,0.323232567,4.35E-06,3.24E-05,3.7
1.5,3.185760914,0.109142976,3.950789852,0.067578039,0.003911013,0.002552053,0.038626537,100,3,203,299,299,-9.149495243,0.636184972,0.041157891,0.638027879,0.299134554,4.34E-06,1.69E-05,5.4
1.5,3.078453788,0.175268247,3.816973509,0.208644843,0.00583961,0.003193151,0.106395284,112,3,25,272,299,-7.525306393,0.344858835,0.052217943,0.798009982,0.364734745,6.52E-06,2.72E-05,3.5
1.5,1.774283903,0.02116749,0.09699158,8.242286349,0.002812708,0.000786194,0.109761264,101,241,7,239,299,-8.912655417,0.161010949,0.020801693,0.286250999,0.080638282,3.44E-07,4.32E-06,6.3
0.010309278,0.752759078,0.226600482,0.610958917,0.725330255,0.030231826,0.00173028,0.86111644,266,296,282,263,251,-4.054881162,0.220588245,0.097324242,0.882514279,0.162334389,1.35E-06,9.43E-05,4.7
1.5,3.202407311,1.858294752,0.053203055,8.049563999,0.015923964,0.010614303,0.106200016,19,149,166,295,299,-6.623838812,0.942120542,0.171142424,2.648958877,1.250801661,7.58E-05,0.000291637,3.8
0.011278195,0.252143384,0.019864772,0.084848398,0.12102079,0.00590177,0.000255254,0.363408561,47,155,185,49,60,-6.657118827,0.102039191,0.029811988,0.419173391,0.015157548,1.43E-08,8.89E-06,4.4
0.428571429,0.65755875,1.248812081,0.645388795,0.361259424,0.040414939,0.003779527,1.124988139,281,289,258,276,282,-3.942659954,0.225721979,0.242164164,3.302827808,0.338465365,6.38E-06,0.000582552,6.5
0.157894737,1.126599988,3.768871176,1.795046911,1.803757274,0.088330261,0.005824793,7.34651998,96,124,105,94,280,-0.830183663,0.075545347,0.341667869,4.565982215,0.943149767,3.75E-05,0.001167322,4.6
1.5,3.036315031,24.36024814,74.36806661,20.84924725,0.072178715,0.035093404,1.694462031,271,298,159,270,299,-2.265981386,0.267643792,0.592718089,9.010084644,4.07734156,0.000816932,0.00349826,5.8
1.5,2.438141533,92.568139,143.1787323,241.2299805,0.245421211,0.110414199,0.636741705,232,283,139,259,294,-2.104545235,2.42174642,1.958268347,25.16479911,9.085353685,0.005766466,0.038295843,6.5
0.01,2.509879258,23.05965539,36.37907214,44.50313822,0.10431262,0.037083806,0.333458954,137,103,171,155,180,-3.58616712,1.965505838,0.736654273,9.436408134,3.855325455,0.000864873,0.005420086,6.6
1.5,3.22175262,0.082439609,2.035347394,0.283086114,0.004121916,0.002368362,0.065687649,270,6,51,264,299,-8.515467451,0.394271432,0.039105938,0.610292418,0.288914479,4.01E-06,1.52E-05,6.4
1.5,3.183312862,19.57880558,37.96835345,14.83935771,0.054842438,0.034243221,0.38940652,16,27,55,299,299,-4.268943679,0.884898392,0.55512602,8.520979955,4.034016117,0.00078715,0.003066611,4.4
1.5,2.933025825,12.67759291,92.98917245,1.879010291,0.05299857,0.025182965,0.981161337,142,257,157,94,299,-3.68776681,0.339393559,0.438092567,6.487654129,2.89429253,0.000416553,0.001911603,5.6
